dataset_uri,domain,drought_early_warning_score,drought_early_warning_readiness,drought_early_warning_temporal_recency,drought_early_warning_update_frequency,drought_early_warning_temporal_coverage,drought_early_warning_spatial_precision,drought_early_warning_format_readability,drought_early_warning_license_openness,drought_early_warning_description_quality,drought_early_warning_vocabulary_standard,drought_early_warning_multilingual,climate_infrastructure_score,climate_infrastructure_readiness,climate_infrastructure_temporal_recency,climate_infrastructure_update_frequency,climate_infrastructure_temporal_coverage,climate_infrastructure_spatial_precision,climate_infrastructure_format_readability,climate_infrastructure_license_openness,climate_infrastructure_description_quality,climate_infrastructure_vocabulary_standard,climate_infrastructure_multilingual,nbs_monitoring_score,nbs_monitoring_readiness,nbs_monitoring_temporal_recency,nbs_monitoring_update_frequency,nbs_monitoring_temporal_coverage,nbs_monitoring_spatial_precision,nbs_monitoring_format_readability,nbs_monitoring_license_openness,nbs_monitoring_description_quality,nbs_monitoring_vocabulary_standard,nbs_monitoring_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
http://data.europa.eu/88u/dataset/e5900a0c-3d5d-484a-b28b-c785b406f48d,climate_infrastructure,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.105,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.17,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.06,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.5,0.12,Insufficient,0.0,0.2,0.0,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/f6d26b0d-6d80-40ae-ab46-0ad9788367cc~~1,climate_infrastructure,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.085,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.13,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.05,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.09,Insufficient,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.24,Insufficient,0.3,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/https-datos-canarias-es-catalogos-estadisticas-dataset-urn-siemac-org-siemac-metamac-infomodel-statisticalresources-dataset-istac-c00058a_000012,climate_infrastructure,0.115,Insufficient,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.145,Insufficient,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.16,Insufficient,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.17,Insufficient,0.3,0.3,0.0,0.0,0.0,0.4,0.3,0.14,Insufficient,0.0,0.4,0.0,0.3,0.0,0.0,0.3,0.27,Insufficient,0.3,0.3,0.4,0.0,0.4,0.0,0.3
http://data.europa.eu/88u/dataset/https-www-statistik-sachsen-de-genonline-online-sequenz-tabelleergebnis-selectionname-21321-001z-regionalschluessel-,climate_infrastructure,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/https-www-statistik-sachsen-de-genonline-online-sequenz-tabelleergebnis-selectionname-21321-002z-regionalschluessel-,climate_infrastructure,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/62467beb-cff0-4b3f-bcd0-4714296c1b57,climate_infrastructure,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.105,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.17,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.06,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.5,0.12,Insufficient,0.0,0.2,0.0,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/https-www-landesdatenbank-nrw-de-ldbnrwws-downloader-00-tables-79117-07z_00,climate_infrastructure,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.055,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.07,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.035,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.045,Insufficient,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.165,Insufficient,0.0,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/fa6960ab-794e-42c5-ac9f-14895a5f2b3a-bundesamt-fur-umwelt-bafu,climate_infrastructure,0.145,Insufficient,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.5,1.0,0.345,Insufficient,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.5,1.0,0.395,Insufficient,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.5,1.0,0.135,Insufficient,0.0,0.0,0.3,0.0,0.0,1.0,0.5,0.35,Insufficient,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.565,Partial,0.5,1.0,0.7,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/cbs-microdata-0b01e4108004a039,climate_infrastructure,0.07,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.225,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.215,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.06,Insufficient,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.215,Insufficient,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.335,Insufficient,0.5,0.3,0.4,0.0,0.7,0.0,0.0
http://data.europa.eu/88u/dataset/litter-bins1,climate_infrastructure,0.02,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.05,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.065,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.01,Insufficient,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.04,Insufficient,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16,Insufficient,0.0,0.3,0.4,0.0,0.2,0.0,0.0
http://data.europa.eu/88u/dataset/3b7e1752-9e76-4f5b-bac3-5fbdb18f15fb,climate_infrastructure,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/10507,climate_infrastructure,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.085,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.13,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.05,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.09,Insufficient,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.24,Insufficient,0.3,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/286,climate_infrastructure,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.085,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.13,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.05,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.09,Insufficient,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.24,Insufficient,0.3,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/78,climate_infrastructure,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.055,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.07,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.035,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.045,Insufficient,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.165,Insufficient,0.0,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/66e80c8c-6637-497f-bc02-e5d8dc3c079c,climate_infrastructure,0.17,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.25,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.315,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.235,Insufficient,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.235,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.0,0.285,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.0
http://data.europa.eu/88u/dataset/560a2986-8e74-48bf-8138-e0fbadec663c,climate_infrastructure,0.25,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3,0.3,0.43,Partial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3,0.3,0.355,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3,0.3,0.265,Insufficient,0.0,0.0,1.0,0.0,0.0,1.0,0.3,0.365,Insufficient,0.0,1.0,0.8,0.3,0.0,0.0,0.0,0.315,Insufficient,0.3,0.3,0.4,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/90bd9fbf-e351-4279-bbd5-9dd6746a219d,climate_infrastructure,0.3,Insufficient,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.45,Partial,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.395,Insufficient,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.475,Partial,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.395,Insufficient,0.0,1.0,0.8,0.5,0.0,0.0,0.0,0.365,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/835cd70e-61c4-418a-9215-7c309378edda,climate_infrastructure,0.17,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.25,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.315,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.235,Insufficient,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.235,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.0,0.285,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.0
http://data.europa.eu/88u/dataset/bebe21b4-15cf-480b-80b7-b6e229676bea,climate_infrastructure,0.22,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.325,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.265,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.235,Insufficient,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.26,Insufficient,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.21,Insufficient,0.0,0.3,0.4,0.0,0.7,0.0,0.0
http://data.europa.eu/88u/dataset/d93ac911-5e6b-4c19-b5d7-936897d93f39,climate_infrastructure,0.3,Insufficient,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.45,Partial,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.395,Insufficient,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.475,Partial,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.395,Insufficient,0.0,1.0,0.8,0.5,0.0,0.0,0.0,0.365,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/feadf7ce-5566-48c9-985f-c97f11af23c6,climate_infrastructure,0.3,Insufficient,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.45,Partial,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.395,Insufficient,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.475,Partial,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.395,Insufficient,0.0,1.0,0.8,0.5,0.0,0.0,0.0,0.365,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/58b8beb2-8096-4dcb-9cfd-cc645c7b1924,climate_infrastructure,0.24,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.33,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.27,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.7,0.0,0.265,Insufficient,0.0,0.7,0.8,0.0,0.0,0.0,0.1,0.215,Insufficient,0.0,0.3,0.4,0.0,0.7,0.0,0.1
http://data.europa.eu/88u/dataset/9f20d04b-3926-40c1-8cdc-61bb475fc3a6,climate_infrastructure,0.24,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.33,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.27,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.7,0.0,0.265,Insufficient,0.0,0.7,0.8,0.0,0.0,0.0,0.1,0.215,Insufficient,0.0,0.3,0.4,0.0,0.7,0.0,0.1
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2245572,climate_infrastructure,0.25,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.45,Partial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.395,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.275,Insufficient,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.395,Insufficient,0.0,1.0,0.8,0.5,0.0,0.0,0.0,0.365,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2260808,climate_infrastructure,0.25,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.45,Partial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.395,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.275,Insufficient,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.395,Insufficient,0.0,1.0,0.8,0.5,0.0,0.0,0.0,0.365,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2260810,climate_infrastructure,0.25,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.45,Partial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.395,Insufficient,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.275,Insufficient,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.395,Insufficient,0.0,1.0,0.8,0.5,0.0,0.0,0.0,0.365,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2938815,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3307039,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2946361,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2631712,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3205540,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3240548,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3240543,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3189371,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3000684,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2631711,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3105190,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2292520,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2435574,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3453648,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2435576,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso2631708,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/de-dkrz-wdcc-iso3050705,climate_infrastructure,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
