dataset_id,title,description,description_length,domain,country,publisher,publisher_type,format,temporal_start,temporal_end,temporal_span_years,last_modified,update_frequency,spatial_precision,has_coordinates,license,is_open_license,num_keywords,keywords,has_eurovoc,num_languages,has_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
eu-water-26d03bf913e1,Biological Quality Elements - RO,Time series data for biological quality parameters measured at multiple locations.,11,water_quality,RO,RO Research Institute,research,PDF,2017-01-01,2022-12-31,5,2025-04-07,annual,region_name,False,custom_open,True,1,biological quality,True,1,False,0.425,Partial,0.3,0.3,0.5,0.2,1.0,0.2,1.0,0.625,Partial,0.6,0.2,1.0,1.0,0.2,1.0,0.3,0.505,Partial,1.0,0.3,0.4,0.2,0.2,1.0,0.3
eu-water-aad648ce6eea,European Surface Water Chemistry,Time series data for biological quality parameters measured at multiple locations.,11,water_quality,EU,EU River Basin District,regional,,,,0,2023-08-17,monthly,,False,CC-BY-SA-4.0,True,1,biological quality,True,3,True,0.305,Insufficient,0.1,0.6,0.0,0.0,1.0,0.2,1.0,0.29500000000000004,Insufficient,0.0,0.2,0.0,1.0,0.0,1.0,0.1,0.7250000000000001,Ready,1.0,1.0,1.0,0.0,0.2,1.0,0.1
eu-water-b1a310904baa,Flood Risk Assessment - ES,Time series data for flood hazard parameters measured at multiple locations.,11,floods,ES,ES River Basin District,regional,JSON,2017-01-01,2023-12-31,6,2023-02-25,annual,bbox,True,,False,1,flood hazard,False,1,False,0.44500000000000006,Partial,0.1,0.3,1.0,0.9,0.0,0.2,0.3,0.55,Partial,1.0,0.2,0.8,0.3,0.9,0.0,0.1,0.37500000000000006,Insufficient,0.3,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-e6d4a92de6b0,Integrated Water Resources - IT,,0,cross_cutting,IT,IT Open Data Portal,other,,,,0,2025-12-20,monthly,,False,,False,3,,False,1,False,0.27,Insufficient,0.5,0.6,0.0,0.0,0.0,0.0,0.5,0.1,Insufficient,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.29000000000000004,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.5
eu-water-19ea2048b7fa,Integrated Water Resources - RO,Time series data for water parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,18,cross_cutting,RO,Copernicus,eu_agency,PDF,2003-01-01,2023-12-31,20,2022-05-01,monthly,region_name,False,CC-BY-4.0,True,4,,True,4,True,0.435,Partial,0.1,0.6,0.5,0.2,1.0,0.2,1.0,0.7150000000000001,Ready,1.0,0.2,1.0,1.0,0.2,1.0,0.1,0.6950000000000001,Partial,1.0,1.0,0.7,0.2,0.2,1.0,0.1
eu-water-bb107477279a,Wastewater Treatment Data - RO,Time series data for sewage parameters measured at multiple locations. Includes both raw measurements and derived indicators.,17,utilities,RO,RO Environmental Agency,national_hydro,PDF,2011-01-01,2021-12-31,10,2025-01-03,irregular,coordinates,True,EU-ODP,True,0,,True,1,False,0.455,Partial,0.1,0.2,1.0,0.2,1.0,0.2,1.0,0.685,Partial,1.0,0.2,0.8,1.0,0.2,1.0,0.1,0.49500000000000005,Partial,1.0,0.3,0.4,0.2,0.2,1.0,0.1
eu-water-5827aca4f606,Integrated Water Resources - IT,Time series data for water parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,18,cross_cutting,IT,IT Water Agency,national_hydro,PDF,,,0,2022-04-28,irregular,coordinates,True,EU-ODP,True,0,,False,1,False,0.405,Partial,0.1,0.2,1.0,0.2,1.0,0.2,0.0,0.28500000000000003,Insufficient,0.0,0.2,0.8,0.0,0.2,1.0,0.1,0.245,Insufficient,0.0,0.3,0.4,0.2,0.2,1.0,0.1
eu-water-eef9bb5c1e9a,Historical Flood Events - DE,Comprehensive return period information compiled under EU reporting requirements. Data quality has been validated according to standard procedures.,18,floods,DE,DE Environmental Agency,national_hydro,CSV,2022-01-01,2025-12-31,3,2026-01-20,monthly,coordinates,True,custom_open,True,0,,True,1,False,0.8150000000000001,Ready,0.8,0.6,1.0,0.9,1.0,0.2,1.0,0.69,Partial,0.6,0.2,0.8,1.0,0.9,1.0,0.8,0.6350000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.8
eu-water-d9e7f5bf0799,Programme of Measures - FI,,0,wfd_metrics,FI,FI Hydrological Service,national_hydro,JSON,2022-01-01,2024-12-31,2,2022-03-16,annual,country_level,False,custom_open,True,4,RBMP|programme of measures|river basin management|Water Framework Directive,False,1,False,0.405,Partial,0.1,0.3,0.3,0.9,1.0,0.0,0.5,0.42000000000000004,Partial,0.3,0.0,0.5,0.5,0.9,1.0,0.1,0.455,Partial,0.5,0.3,0.4,0.9,0.0,1.0,0.1
eu-water-28a2d4611eff,Historical Flood Events - SE,This dataset contains return period data collected from monitoring stations across the region.,13,floods,SE,SE Ministry of Environment,ministry,GeoTIFF,2021-01-01,2022-12-31,1,2025-12-19,annual,bbox,True,,False,0,,True,1,False,0.5650000000000001,Partial,0.5,0.3,1.0,0.8,0.0,0.2,1.0,0.49000000000000005,Partial,0.3,0.2,0.8,1.0,0.8,0.0,0.5,0.555,Partial,1.0,0.3,0.4,0.8,0.2,0.0,0.5
eu-water-62edcafeda8e,Groundwater Level Measurements - BE,Time series data for groundwater level parameters measured at multiple locations.,11,groundwater,BE,BE Environmental Agency,national_hydro,CSV,2000-01-01,2020-12-31,20,2023-09-23,unknown,coordinates,True,,False,1,aquifer,False,1,False,0.385,Insufficient,0.1,0.0,1.0,0.9,0.0,0.2,0.3,0.55,Partial,1.0,0.2,0.8,0.3,0.9,0.0,0.1,0.37500000000000006,Insufficient,0.3,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-00b8ac59506c,Flood Risk Assessment - IE,Time series data for river flood parameters measured at multiple locations. Harmonized with EU-level reporting standards.,16,floods,IE,IE Environmental Agency,national_hydro,PDF,2014-01-01,2024-12-31,10,2026-01-19,irregular,region_name,False,,False,0,,False,1,False,0.38,Insufficient,0.8,0.2,0.5,0.2,0.0,0.2,0.0,0.5000000000000001,Partial,1.0,0.2,1.0,0.0,0.2,0.0,0.8,0.23,Insufficient,0.0,0.3,0.4,0.2,0.2,0.0,0.8
eu-water-6e9ab113d0a3,Groundwater Body Status - FI,Aggregated statistics on groundwater level derived from national reporting systems.,10,groundwater,FI,FI Open Data Portal,other,PDF,,,0,2025-12-13,unknown,,False,EU-ODP,True,0,,False,1,False,0.265,Insufficient,0.5,0.0,0.0,0.2,1.0,0.2,0.0,0.18500000000000003,Insufficient,0.0,0.2,0.0,0.0,0.2,1.0,0.5,0.265,Insufficient,0.0,0.3,0.4,0.2,0.2,1.0,0.5
eu-water-787fbb84a0df,Flood Risk Assessment - ES,,0,floods,ES,ES River Basin District,regional,GeoTIFF,2020-01-01,2025-12-31,5,2023-08-03,annual,bbox,True,CC-BY-SA-4.0,True,0,,True,1,False,0.555,Partial,0.1,0.3,1.0,0.8,1.0,0.0,1.0,0.605,Partial,0.6,0.0,0.8,1.0,0.8,1.0,0.1,0.5650000000000001,Partial,1.0,0.3,0.4,0.8,0.0,1.0,0.1
eu-water-3b4faf1e46a8,WFD Status Assessment - DK,Spatial dataset representing water body status conditions based on field surveys and modeling. Harmonized with EU-level reporting standards.,18,wfd_metrics,DK,Eurostat,eu_agency,API,2001-01-01,2021-12-31,20,2022-02-21,weekly,country_level,False,CC-BY-SA-4.0,True,2,RBMP|programme of measures,True,2,True,0.555,Partial,0.1,0.8,0.3,1.0,1.0,0.2,1.0,0.72,Ready,1.0,0.2,0.5,1.0,1.0,1.0,0.1,0.8150000000000001,Ready,1.0,1.0,0.7,1.0,0.2,1.0,0.1
eu-water-a22f817cb0b3,Flood Hazard Maps - DE,Spatial dataset representing flash flood conditions based on field surveys and modeling.,12,floods,DE,DE Environmental Agency,national_hydro,Shapefile,2020-01-01,2023-12-31,3,2026-01-27,weekly,coordinates,True,,False,0,,False,1,False,0.6825000000000001,Partial,0.8,0.8,1.0,0.75,0.0,0.2,0.0,0.42500000000000004,Partial,0.6,0.2,0.8,0.0,0.75,0.0,0.8,0.3125,Insufficient,0.0,0.3,0.4,0.75,0.2,0.0,0.8
eu-water-4ff6cc6bb64e,Wastewater Treatment Data - RO,This dataset contains sewage data collected from monitoring stations across the region.,12,utilities,RO,RO Ministry of Agriculture,ministry,GeoTIFF,2004-01-01,2024-12-31,20,2026-01-23,irregular,,False,CC-BY-SA-4.0,True,1,water treatment,False,1,False,0.485,Partial,0.8,0.2,0.0,0.8,1.0,0.2,0.3,0.555,Partial,1.0,0.2,0.0,0.3,0.8,1.0,0.8,0.44500000000000006,Partial,0.3,0.3,0.4,0.8,0.2,1.0,0.8
eu-water-655efa7724cc,Pressures and Impacts - ES,Spatial dataset representing water body status conditions based on field surveys and modeling.,13,wfd_metrics,ES,ES Ministry of Agriculture,ministry,GeoTIFF,,,0,2024-01-02,annual,,False,EU-ODP,True,0,,False,4,True,0.315,Insufficient,0.1,0.3,0.0,0.8,1.0,0.2,0.0,0.22500000000000003,Insufficient,0.0,0.2,0.0,0.0,0.8,1.0,0.1,0.535,Partial,0.0,1.0,0.7,0.8,0.2,1.0,0.1
eu-water-d0ad407ef814,Flood Hazard Maps - AT,Comprehensive inundation information compiled under EU reporting requirements. Covers all relevant water bodies within the jurisdiction.,16,floods,AT,AT Regional Water Authority,regional,,,,0,2025-12-12,unknown,coordinates,True,CC-BY-SA-4.0,True,5,return period|flood|flash flood|coastal flood|flood hazard,True,1,False,0.48500000000000004,Partial,0.5,0.0,1.0,0.0,1.0,0.2,1.0,0.43500000000000005,Partial,0.0,0.2,0.8,1.0,0.0,1.0,0.5,0.48500000000000004,Partial,1.0,0.3,0.4,0.0,0.2,1.0,0.5
eu-water-b1f19509b3c6,Groundwater Body Status - IT,,0,groundwater,IT,IT Hydrological Service,national_hydro,XML,2014-01-01,2024-12-31,10,2026-01-04,annual,coordinates,True,custom_open,True,2,groundwater level|hydrogeology,False,1,False,0.605,Partial,0.5,0.3,1.0,0.7,1.0,0.0,0.3,0.61,Partial,1.0,0.0,0.8,0.3,0.7,1.0,0.5,0.395,Insufficient,0.3,0.3,0.4,0.7,0.0,1.0,0.5
eu-water-85598bfb0a8b,Aquifer Characteristics - PT,Comprehensive hydrogeology information compiled under EU reporting requirements. Updated regularly as part of ongoing monitoring programs.,16,groundwater,PT,PT Ministry of Agriculture,ministry,PDF,2006-01-01,2021-12-31,15,2022-09-18,annual,region_name,False,,False,2,groundwater|quantitative status,False,1,False,0.24,Insufficient,0.1,0.3,0.5,0.2,0.0,0.2,0.3,0.51,Partial,1.0,0.2,1.0,0.3,0.2,0.0,0.1,0.27,Insufficient,0.3,0.3,0.4,0.2,0.2,0.0,0.1
eu-water-80cdace9aa49,Biological Quality Elements - IT,Aggregated statistics on bathing water derived from national reporting systems. Data quality has been validated according to standard procedures.,19,water_quality,IT,Copernicus,eu_agency,PDF,2007-01-01,2022-12-31,15,2026-02-10,unknown,country_level,False,custom_open,True,0,,True,1,False,0.45,Partial,0.8,0.0,0.3,0.2,1.0,0.2,1.0,0.675,Partial,1.0,0.2,0.5,1.0,0.2,1.0,0.8,0.53,Partial,1.0,0.3,0.4,0.2,0.2,1.0,0.8
eu-water-d4d2b7b50ddc,Water Quality Monitoring Data - FR,,0,water_quality,FR,FR River Basin District,regional,NetCDF,,,0,2024-10-18,unknown,,False,,False,0,,False,1,False,0.1525,Insufficient,0.1,0.0,0.0,0.85,0.0,0.0,0.0,0.09000000000000001,Insufficient,0.0,0.0,0.0,0.0,0.85,0.0,0.1,0.2725,Insufficient,0.0,0.3,0.4,0.85,0.0,0.0,0.1
eu-water-816d009a1ea9,Water Supply Statistics - BE,Time series data for wastewater parameters measured at multiple locations. Harmonized with EU-level reporting standards.,15,utilities,BE,European Environment Agency,eu_agency,CSV,2014-01-01,2020-12-31,6,2025-01-08,annual,region_name,False,custom_open,True,4,UWWTD|drinking water|sewage|water supply,True,4,True,0.48000000000000004,Partial,0.1,0.3,0.5,0.9,1.0,0.2,1.0,0.785,Ready,1.0,0.2,1.0,1.0,0.9,1.0,0.1,0.8,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.1
eu-water-45c9399988cb,Flood Risk Assessment - NL,Comprehensive inundation information compiled under EU reporting requirements.,8,floods,NL,NL Environmental Agency,national_hydro,PDF,,,0,2025-08-19,weekly,region_name,False,CC-BY-SA-4.0,True,5,coastal flood|river flood|flood hazard|inundation|flood risk,False,3,True,0.5000000000000001,Partial,0.3,0.8,0.5,0.2,1.0,0.2,0.5,0.4,Partial,0.0,0.2,1.0,0.5,0.2,1.0,0.3,0.5800000000000001,Partial,0.5,1.0,0.7,0.2,0.2,1.0,0.3
eu-water-ff0085a1a419,Nitrate Concentrations - FR,Spatial dataset representing monitoring conditions based on field surveys and modeling.,11,agricultural_runoff,FR,Joint Research Centre,eu_agency,PDF,2022-01-01,2025-12-31,3,2025-12-19,annual,coordinates,True,,False,0,,False,1,False,0.42500000000000004,Partial,0.5,0.3,1.0,0.2,0.0,0.2,0.0,0.35500000000000004,Insufficient,0.6,0.2,0.8,0.0,0.2,0.0,0.5,0.215,Insufficient,0.0,0.3,0.4,0.2,0.2,0.0,0.5
eu-water-f4f214b22768,Pressures and Impacts - IE,Spatial dataset representing Water Framework Directive conditions based on field surveys and modeling.,13,wfd_metrics,IE,IE Research Institute,research,,,,0,2024-05-31,monthly,country_level,False,,False,1,river basin management,False,1,False,0.22999999999999998,Insufficient,0.1,0.6,0.3,0.0,0.0,0.2,0.3,0.165,Insufficient,0.0,0.2,0.5,0.3,0.0,0.0,0.1,0.24000000000000005,Insufficient,0.3,0.3,0.4,0.0,0.2,0.0,0.1
eu-water-ee77e72fe426,Surface Water Chemistry - DE,Aggregated statistics on chemical status derived from national reporting systems. Covers all relevant water bodies within the jurisdiction.,18,water_quality,DE,DE Regional Water Authority,regional,GeoTIFF,2021-01-01,2022-12-31,1,2026-01-01,annual,country_level,False,,False,2,surface water|chemical status,False,1,False,0.39,Insufficient,0.5,0.3,0.3,0.8,0.0,0.2,0.3,0.34,Insufficient,0.3,0.2,0.5,0.3,0.8,0.0,0.5,0.38000000000000006,Insufficient,0.3,0.3,0.4,0.8,0.2,0.0,0.5
eu-water-a2cebb6afd4c,Remote Sensing Water Data - LU,,0,cross_cutting,LU,LU Regional Water Authority,regional,CSV,2020-01-01,2023-12-31,3,2026-01-13,weekly,,False,EU-ODP,True,0,,True,1,False,0.5700000000000001,Partial,0.5,0.8,0.0,0.9,1.0,0.0,1.0,0.515,Partial,0.6,0.0,0.0,1.0,0.9,1.0,0.5,0.6000000000000001,Partial,1.0,0.3,0.4,0.9,0.0,1.0,0.5
eu-water-d3ac7c42a740,Biological Quality Elements - CY,Time series data for drinking water parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,19,water_quality,CY,CY Research Institute,research,CSV,2019-01-01,2024-12-31,5,2025-10-06,annual,,False,CC-BY-SA-4.0,True,1,drinking water,True,3,True,0.43,Partial,0.3,0.3,0.0,0.9,1.0,0.2,1.0,0.545,Partial,0.6,0.2,0.0,1.0,0.9,1.0,0.3,0.81,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.3
eu-water-0656c26ed8e7,Surface Water Chemistry - FR,,0,water_quality,FR,FR Ministry of Environment,ministry,XML,2023-01-01,2025-12-31,2,2022-03-24,annual,region_name,False,CC-BY-4.0,True,1,bathing water,True,1,False,0.44,Partial,0.1,0.3,0.5,0.7,1.0,0.0,1.0,0.55,Partial,0.3,0.0,1.0,1.0,0.7,1.0,0.1,0.55,Partial,1.0,0.3,0.4,0.7,0.0,1.0,0.1
eu-water-8ae92d0c0ab0,Historical Flood Events - HU,Time series data for inundation parameters measured at multiple locations.,10,floods,HU,HU Ministry of Agriculture,ministry,CSV,,,0,2026-02-07,annual,country_level,False,EU-ODP,True,5,coastal flood|return period|flood|inundation|river flood,False,1,False,0.5900000000000001,Partial,0.8,0.3,0.3,0.9,1.0,0.2,0.5,0.42000000000000004,Partial,0.0,0.2,0.5,0.5,0.9,1.0,0.8,0.51,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.8
eu-water-0cce809e4535,Programme of Measures - PL,Comprehensive RBMP information compiled under EU reporting requirements. Covers all relevant water bodies within the jurisdiction.,16,wfd_metrics,PL,University of PL,research,NetCDF,,,0,2024-07-03,annual,region_name,False,,False,1,ecological status,False,1,False,0.3375,Insufficient,0.1,0.3,0.5,0.85,0.0,0.2,0.3,0.325,Insufficient,0.0,0.2,1.0,0.3,0.85,0.0,0.1,0.36750000000000005,Insufficient,0.3,0.3,0.4,0.85,0.2,0.0,0.1
eu-water-404a9d646f21,Flood Hazard Maps - FR,,0,floods,FR,FR River Basin District,regional,Shapefile,2019-01-01,2022-12-31,3,2025-12-01,weekly,coordinates,True,,False,0,,True,5,True,0.6475000000000001,Partial,0.5,0.8,1.0,0.75,0.0,0.0,1.0,0.52,Partial,0.6,0.0,0.8,1.0,0.75,0.0,0.5,0.7274999999999999,Ready,1.0,1.0,0.7,0.75,0.0,0.0,0.5
eu-water-fb5e87b75e05,Integrated Water Resources - DE,This dataset contains data data collected from monitoring stations across the region. Includes both raw measurements and derived indicators.,19,cross_cutting,DE,DE Ministry of Environment,ministry,,2021-01-01,2024-12-31,3,2023-07-28,unknown,region_name,False,CC-BY-4.0,True,2,,False,1,False,0.25,Insufficient,0.1,0.0,0.5,0.0,1.0,0.2,0.3,0.49,Partial,0.6,0.2,1.0,0.3,0.0,1.0,0.1,0.29000000000000004,Insufficient,0.3,0.3,0.4,0.0,0.2,1.0,0.1
eu-water-374703dc5fbd,Agricultural Pollution - IT,Spatial dataset representing water conditions based on field surveys and modeling.,11,agricultural_runoff,IT,Eurostat,eu_agency,CSV,2021-01-01,2022-12-31,1,2026-01-07,monthly,country_level,False,custom_open,True,2,,False,4,True,0.5650000000000001,Partial,0.5,0.6,0.3,0.9,1.0,0.2,0.3,0.45000000000000007,Partial,0.3,0.2,0.5,0.3,0.9,1.0,0.5,0.6450000000000001,Partial,0.3,1.0,0.7,0.9,0.2,1.0,0.5
eu-water-434f8389cfa2,Groundwater Level Measurements - DK,Aggregated statistics on hydrogeology derived from national reporting systems. Data quality has been validated according to standard procedures.,18,groundwater,DK,DK Environmental Agency,national_hydro,PDF,2018-01-01,2021-12-31,3,2022-07-29,annual,region_name,False,restricted,False,2,groundwater|groundwater body,True,1,False,0.305,Insufficient,0.1,0.3,0.5,0.2,0.3,0.2,1.0,0.545,Partial,0.6,0.2,1.0,1.0,0.2,0.3,0.1,0.4600000000000001,Partial,1.0,0.3,0.4,0.2,0.2,0.3,0.1
eu-water-9e94ed82e69d,Groundwater Level Measurements - DE,Time series data for groundwater parameters measured at multiple locations.,10,groundwater,DE,Joint Research Centre,eu_agency,JSON,2005-01-01,2025-12-31,20,2024-12-15,daily,region_name,False,CC0,True,0,,False,2,True,0.5700000000000001,Partial,0.1,1.0,0.5,0.9,1.0,0.2,0.0,0.635,Partial,1.0,0.2,1.0,0.0,0.9,1.0,0.1,0.55,Partial,0.0,1.0,0.7,0.9,0.2,1.0,0.1
eu-water-6f31445c6dbf,Flood Risk Assessment - ES,,0,floods,ES,ES River Basin District,regional,Shapefile,2018-01-01,2020-12-31,2,2025-12-10,irregular,bbox,True,CC-BY-4.0,True,2,flood|return period,False,1,False,0.5925,Partial,0.5,0.2,1.0,0.75,1.0,0.0,0.3,0.44000000000000006,Partial,0.3,0.0,0.8,0.3,0.75,1.0,0.5,0.4025,Partial,0.3,0.3,0.4,0.75,0.0,1.0,0.5
eu-water-c2ec0e30a667,Flood Risk Assessment - BE,This dataset contains flash flood data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,22,floods,BE,Eurostat,eu_agency,JSON,2011-01-01,2021-12-31,10,2025-12-30,irregular,coordinates,True,EU-ODP,True,0,,False,4,True,0.62,Partial,0.5,0.2,1.0,0.9,1.0,0.4,0.0,0.665,Partial,1.0,0.4,0.8,0.0,0.9,1.0,0.5,0.5900000000000001,Partial,0.0,1.0,0.7,0.9,0.4,1.0,0.5
eu-water-76d489e4744c,Water Supply Statistics - ES,,0,utilities,ES,ES Water Agency,national_hydro,NetCDF,,,0,2023-07-30,monthly,coordinates,True,EU-ODP,True,0,,False,1,False,0.5725,Partial,0.1,0.6,1.0,0.85,1.0,0.0,0.0,0.31000000000000005,Insufficient,0.0,0.0,0.8,0.0,0.85,1.0,0.1,0.3225,Insufficient,0.0,0.3,0.4,0.85,0.0,1.0,0.1
eu-water-36635b153736,Wastewater Treatment Data - EL,,0,utilities,EL,EL Regional Water Authority,regional,CSV,2015-01-01,2021-12-31,6,2024-08-01,weekly,,False,,False,0,,True,2,True,0.37000000000000005,Insufficient,0.1,0.8,0.0,0.9,0.0,0.0,1.0,0.49500000000000005,Partial,1.0,0.0,0.0,1.0,0.9,0.0,0.1,0.73,Ready,1.0,1.0,0.7,0.9,0.0,0.0,0.1
eu-water-d96792ea67ed,Agricultural Pollution - IT,Time series data for water parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,18,agricultural_runoff,IT,Eurostat,eu_agency,Excel,2019-01-01,2020-12-31,1,2022-05-30,annual,country_level,False,custom_open,True,5,,True,5,True,0.39499999999999996,Insufficient,0.1,0.3,0.3,0.6,1.0,0.2,1.0,0.505,Partial,0.3,0.2,0.5,1.0,0.6,1.0,0.1,0.755,Ready,1.0,1.0,0.7,0.6,0.2,1.0,0.1
eu-water-f3a2e022d374,Agricultural Pollution - FR,Comprehensive water information compiled under EU reporting requirements. Data quality has been validated according to standard procedures.,17,agricultural_runoff,FR,FR Ministry of Agriculture,ministry,JSON,2010-01-01,2025-12-31,15,2025-11-21,monthly,bbox,True,custom_open,True,0,,True,1,False,0.7400000000000001,Ready,0.5,0.6,1.0,0.9,1.0,0.2,1.0,0.775,Ready,1.0,0.2,0.8,1.0,0.9,1.0,0.5,0.6200000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-fbd2332eb8a6,Flood Hazard Maps - IT,This dataset contains flood risk data collected from monitoring stations across the region.,13,floods,IT,IT Regional Water Authority,regional,Shapefile,,,0,2025-05-10,irregular,coordinates,True,CC-BY-4.0,True,0,,False,1,False,0.5375,Partial,0.3,0.2,1.0,0.75,1.0,0.2,0.0,0.35000000000000003,Insufficient,0.0,0.2,0.8,0.0,0.75,1.0,0.3,0.3375,Insufficient,0.0,0.3,0.4,0.75,0.2,1.0,0.3
eu-water-8323479a0753,Biological Quality Elements - IT,Spatial dataset representing surface water conditions based on field surveys and modeling.,12,water_quality,IT,IT Data Provider,other,,,,0,2022-04-15,irregular,,False,,False,4,bathing water|biological quality|water quality|surface water,False,1,False,0.1,Insufficient,0.1,0.2,0.0,0.0,0.0,0.2,0.5,0.12000000000000001,Insufficient,0.0,0.2,0.0,0.5,0.0,0.0,0.1,0.29000000000000004,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
eu-water-1aff6b4ff2d7,Historical Flood Events - CZ,Spatial dataset representing flood risk conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,floods,CZ,CZ Research Institute,research,,2020-01-01,2021-12-31,1,2022-09-04,unknown,bbox,True,,False,4,flood hazard|flood risk|inundation|flash flood,False,1,False,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.35500000000000004,Insufficient,0.3,0.4,0.8,0.5,0.0,0.0,0.1,0.31000000000000005,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
eu-water-8a77c8af871c,Groundwater Body Status - PT,,0,groundwater,PT,PT Environmental Agency,national_hydro,PDF,,,0,2022-08-06,weekly,,False,CC0,True,5,groundwater body|quantitative status|groundwater level|groundwater|hydrogeology,True,1,False,0.36500000000000005,Insufficient,0.1,0.8,0.0,0.2,1.0,0.0,1.0,0.275,Insufficient,0.0,0.0,0.0,1.0,0.2,1.0,0.1,0.47500000000000003,Partial,1.0,0.3,0.4,0.2,0.0,1.0,0.1
eu-water-6f9cfba4f5d6,Flood Hazard Maps - NL,Time series data for flood hazard parameters measured at multiple locations.,11,floods,NL,University of NL,research,API,2015-01-01,2020-12-31,5,2026-01-05,annual,region_name,False,,False,0,,True,1,False,0.49500000000000005,Partial,0.5,0.3,0.5,1.0,0.0,0.2,1.0,0.615,Partial,0.6,0.2,1.0,1.0,1.0,0.0,0.5,0.5850000000000001,Partial,1.0,0.3,0.4,1.0,0.2,0.0,0.5
eu-water-9d7f0c35693b,Historical Flood Events - AT,Aggregated statistics on flood risk derived from national reporting systems. Covers all relevant water bodies within the jurisdiction.,18,floods,AT,European Environment Agency,eu_agency,CSV,2021-01-01,2023-12-31,2,2025-02-18,irregular,region_name,False,CC-BY-SA-4.0,True,1,inundation,False,4,True,0.4750000000000001,Partial,0.3,0.2,0.5,0.9,1.0,0.2,0.3,0.515,Partial,0.3,0.2,1.0,0.3,0.9,1.0,0.3,0.6350000000000001,Partial,0.3,1.0,0.7,0.9,0.2,1.0,0.3
eu-water-ca8df51fb02d,Groundwater Body Status - ES,Comprehensive hydrogeology information compiled under EU reporting requirements. Data quality has been validated according to standard procedures.,17,groundwater,ES,ES Ministry of Agriculture,ministry,API,2003-01-01,2023-12-31,20,2023-07-06,monthly,,False,CC0,True,0,,False,2,True,0.405,Partial,0.1,0.6,0.0,1.0,1.0,0.2,0.0,0.495,Partial,1.0,0.2,0.0,0.0,1.0,1.0,0.1,0.5650000000000001,Partial,0.0,1.0,0.7,1.0,0.2,1.0,0.1
eu-water-2fc0be9d79d8,Water Supply Statistics - NL,,0,utilities,NL,NL Research Institute,research,Shapefile,2019-01-01,2024-12-31,5,2024-10-26,annual,,False,EU-ODP,True,0,,False,5,True,0.2975,Insufficient,0.1,0.3,0.0,0.75,1.0,0.0,0.0,0.33,Insufficient,0.6,0.0,0.0,0.0,0.75,1.0,0.1,0.5075,Partial,0.0,1.0,0.7,0.75,0.0,1.0,0.1
eu-water-909f3afb9702,Flood Risk Assessment - HR,This dataset contains flood risk data collected from monitoring stations across the region.,13,floods,HR,Copernicus,eu_agency,GeoTIFF,2003-01-01,2023-12-31,20,2024-12-14,annual,region_name,False,custom_open,True,2,flood risk|flood,True,3,True,0.465,Partial,0.1,0.3,0.5,0.8,1.0,0.2,1.0,0.7750000000000001,Ready,1.0,0.2,1.0,1.0,0.8,1.0,0.1,0.785,Ready,1.0,1.0,0.7,0.8,0.2,1.0,0.1
eu-water-18d228448cfa,Groundwater Body Status - BE,,0,groundwater,BE,BE Environmental Agency,national_hydro,CSV,2010-01-01,2025-12-31,15,2025-11-17,annual,coordinates,True,CC-BY-4.0,True,1,groundwater,True,1,False,0.67,Partial,0.5,0.3,1.0,0.9,1.0,0.0,1.0,0.735,Ready,1.0,0.0,0.8,1.0,0.9,1.0,0.5,0.6000000000000001,Partial,1.0,0.3,0.4,0.9,0.0,1.0,0.5
